batch_id,production_date,raw_material_supplier,pigment_type,pigment_quantity,mixing_time,mixing_speed,product_quality_score
410,2023-10-15,1,type_b,51.65442821,23.12,Medium,8.738890005
411,2024-03-17,2,type_a,31.29181362,44.38,High,7.041697464
412,2024-07-25,2,type_c,25.022213,6.55,Low,6.345980123
413,2023-12-06,2,type_c,37.67019899,35.94,Low,6.467618068
414,2024-06-08,2,type_a,36.45785919,21.72,Low,7.668326179
415,2023-12-18,1,type_c,47.6818744,16.99,Medium,7.866971698
416,2023-09-20,1,type_b,42.73896142,49.6,Low,8.120909379
417,2023-08-26,1,type_c,43.13661643,14.54,Medium,6.948096957
418,2023-11-26,1,type_c,43.02955467,35.35,High,8.331002621
419,2023-09-29,2,type_a,27.36352243,36.4,Low,7.13294439
420,2023-11-18,1,type_b,44.32535038,20.25,-,8.777241989
421,2024-06-15,1,type_b,50.70543115,25.32,High,9.638078846
422,2023-09-11,2,type_a,37.75352717,,High,5.994802476
423,2024-03-16,2,type_a,31.33968502,27,Low,6.301442601
424,2023-11-05,1,type_c,44.96591772,25.44,High,7.144421497
425,2024-04-21,1,type_b,37.37247169,12.36,High,7.044398076
426,2024-05-18,1,type_c,38.51131191,51.56,Medium,6.843946639
427,2024-04-14,1,type_b,45.05635549,50.47,Low,7.431832785
428,2023-10-13,1,type_a,57.17490443,53.82,Medium,7.856273977
429,2024-01-07,1,type_b,42.61375249,40.3,Medium,7.924841599
430,2024-04-24,2,type_c,34.85107468,27.2,High,6.974828819
431,2024-02-18,1,type_c,43.21453459,53.3,Low,7.484453773
432,2024-05-17,1,type_c,46.81068331,23.67,Medium,7.683808101
433,2024-04-27,1,type_c,51.44586393,51.53,High,9.268910832
434,2023-12-04,2,type_a,30.60337821,23.31,Medium,5.179420729
435,2024-05-11,2,type_c,40.52568233,9.06,High,5.022685068
436,2023-09-24,1,type_a,50.24011244,60.04,Low,7.91112629
437,2024-01-29,1,type_c,44.01898354,41.85,Medium,7.352721529
438,2023-08-25,1,type_b,51.37002639,28.51,High,8.177711465
439,2024-08-04,1,type_b,40.38528477,32.46,Medium,8.780312228
440,2023-11-01,2,type_c,46.55308755,16.64,Low,4.788308878
441,2023-12-19,1,type_a,50.12877659,23.61,Low,7.486089362
442,2024-05-30,2,type_c,32.18654324,27.53,High,6.475917725
443,2024-02-08,1,type_c,47.60159295,20.66,High,8.197705493
444,2024-06-18,1,type_a,49.33054141,51.47,Medium,8.149382976
445,2024-06-12,2,type_c,39.33860755,46.09,Medium,6.945418837
446,2023-11-07,1,type_a,35.17766553,31.83,High,8.689910853
447,2024-06-20,2,type_c,34.41028743,23.38,High,5.512802676
448,2023-11-26,2,type_a,31.95003004,21.44,Low,7.822330497
449,2023-09-12,2,type_c,41.26832907,13.3,High,4.773224905
450,2024-01-06,2,type_a,34.78368634,54.44,Medium,6.822666977
451,2024-04-07,2,type_a,30.07883753,37.29,Medium,5.10090964
452,2023-09-05,1,type_b,40.32843795,44.57,Low,8.8103691
453,2023-09-14,2,type_c,35.41096364,57.61,High,6.45849034
454,2024-05-15,1,type_a,37.49337962,34.44,Low,7.702935564
455,2024-04-10,2,type_a,43.28012786,20.1,Low,5.839010955
456,2024-04-23,2,type_b,37.01826583,55.16,-,6.680969374
457,2024-03-23,2,type_b,34.88762475,25.7,Low,7.142888004
458,2024-05-05,2,Type_C,30.02176264,40.61,High,5.894701656
459,2023-10-08,2,type_b,26.49649356,51.23,Medium,5.738769296
460,2024-02-21,1,type_a,46.33962267,30.61,Medium,7.62713811
461,2024-04-21,2,type_b,36.75107622,57.95,High,8.27543644
462,2023-08-29,2,type_b,48.0800256,54.06,High,7.6312582
463,2024-05-29,2,type_c,37.6094822,54.3,High,6.000305492
464,2023-11-25,2,type_c,32.42341072,46.33,Medium,4.892971662
465,2023-10-21,1,type_c,44.43521118,14.6,Medium,7.678666169
466,2023-12-04,2,type_c,31.91358816,40.71,Medium,6.159722392
467,2024-05-13,2,type_c,35.02136973,26,High,6.822700969
468,2024-01-24,2,type_a,34.21212936,25.21,Low,6.900691412
469,2024-01-07,1,type_b,44.87129125,13.31,Medium,8.028961856
470,2024-02-03,1,type_b,45.96196402,56.2,High,7.127888399
471,2024-02-14,1,type_a,38.52740422,47.61,Low,9.386936479
472,2024-03-09,1,type_c,33.19510498,51.08,Medium,8.856191231
473,2023-12-05,2,type_b,40.31852515,52.31,Medium,6.881558336
474,2024-04-03,2,type_a,40.01904562,56.06,Low,6.586726781
475,2024-02-04,2,type_c,32.87726636,51.19,High,6.541983432
476,2024-03-01,2,type_a,40.45314315,33.4,High,5.641026615
477,2024-05-03,1,Type_C,38.96372024,54.03,Medium,7.17090024
478,2023-10-03,2,type_b,34.96220546,16.39,Medium,5.319366139
479,2024-03-13,1,type_a,47.49481488,44.92,Medium,9.269705402
480,2023-10-11,2,type_c,35.43794938,42.76,Low,4.338425758
481,2023-11-15,2,type_c,31.91487555,10.01,Low,4.450964623
482,2024-06-13,1,type_a,40.87775838,40.39,Low,8.861527126
483,2024-01-22,2,type_c,44.83337937,36.42,High,5.076917703
484,2023-09-22,1,type_b,50.41700955,24.91,Medium,8.721382545
485,2023-11-19,2,type_c,34.5648288,10.64,Medium,7.623070696
486,2023-09-24,1,type_c,41.3645489,10.91,High,8.249830845
487,2024-02-12,2,type_b,29.05636241,10.28,Medium,5.8465916
488,2024-05-27,2,type_b,37.48612238,21.33,Medium,5.129170347
489,2024-02-21,2,type_b,36.08269127,23.28,Medium,4.847777797
490,2024-02-02,1,type_a,43.41743291,56.4,Low,9.216837209
491,2023-09-19,2,type_a,28.00661436,40.88,Medium,4.935418099
492,2023-10-13,1,type_c,41.22311126,21.54,Medium,8.353786095
493,2024-05-01,2,type_b,32.6041749,33.07,-,6.569834201
494,2024-07-18,2,type_a,36.42955141,39.46,Medium,6.045062682
495,2024-05-25,1,type_a,39.77298014,38.82,Medium,8.120143389
496,2024-05-27,1,type_c,43.01616179,15.3,Low,7.420483716
497,2024-02-15,2,type_b,34.31767585,40.03,Low,5.073723413
498,2024-08-02,2,Type_C,29.86695192,10.41,Medium,5.028603406
499,2024-01-08,1,type_b,51.36265891,56.33,High,7.252265152
500,2024-06-07,1,type_b,49.29301082,46.1,High,9.483399002
501,2024-07-24,1,type_a,50.79682206,60.23,Low,8.143720834
502,2024-04-29,2,type_c,34.67465626,9.38,Low,7.798260981
503,2024-04-10,1,type_a,50.91397862,48.28,-,6.666207041
504,2023-10-05,2,type_c,42.00604089,39.87,Medium,6.994899704
505,2023-11-12,1,type_c,37.81157431,56.42,Low,9.322273176
506,2024-03-02,2,type_b,30.67488471,37.68,Low,7.105702782
507,2024-02-20,1,type_b,45.85623235,46.45,High,7.743428993
508,2024-03-07,2,type_b,41.34015927,42.91,Medium,7.396921167
509,2023-09-25,2,type_c,40.47059953,19.75,Medium,6.216446761
510,2023-11-16,1,type_b,42.35777322,52.68,High,7.551468685
511,2023-12-29,1,type_a,48.20215663,12.83,Medium,8.910372036
512,2024-04-12,1,type_b,46.30927912,30.65,High,8.03602476
513,2024-01-27,2,type_a,32.04365138,46.69,Medium,5.185408132
514,2024-07-19,2,type_c,36.64068927,57.17,High,6.678392857
515,2024-07-23,1,type_a,41.28475608,32.35,Low,9.061231677
516,2024-05-07,2,type_b,36.25053243,54.77,Medium,4.442675249
517,2024-06-18,2,type_c,29.02533622,20.04,High,5.564481221
518,2023-10-04,2,type_a,40.78536898,48.93,Low,7.391033915
519,2024-02-23,2,Type_C,37.79280617,46.84,Medium,6.301777351
520,2024-03-13,2,type_a,29.63860475,49.99,High,7.475270357
521,2023-10-02,1,type_a,37.95151986,26.88,High,8.388953084
522,2024-01-13,2,type_a,35.62330943,29.47,High,6.112389719
523,2024-01-25,1,type_b,44.53944325,39.42,Low,7.861680559
524,2023-09-08,1,type_c,37.40119167,17.01,High,8.106123901
525,2024-04-06,1,Type_C,48.89389854,28.88,Low,8.700530189
526,2024-07-19,2,type_a,46.30405328,21.02,Low,6.31143228
527,2024-01-03,1,Type_C,46.68502114,29,Medium,9.817437745
528,2023-09-25,1,type_a,50.93789818,10.47,High,7.344976247
529,2024-05-23,1,type_b,46.43387875,48.05,Low,8.559805767
530,2023-12-12,2,type_c,38.973336,16.54,Low,6.33698197
531,2023-12-12,1,type_c,51.82630359,56.94,Low,6.115098794
532,2024-08-05,2,type_b,39.98364365,54.39,Medium,4.153788073
533,2024-05-24,2,type_a,38.04574033,8.25,High,4.961391265
534,2023-12-09,2,type_c,36.90798721,37.71,High,6.315649445
535,2023-11-30,2,type_c,41.90853419,43.64,Low,5.898795701
536,2024-01-16,1,type_b,48.83196535,54.52,Medium,8.384196019
537,2024-07-27,2,type_a,35.45157528,60.38,High,6.200315129
538,2024-07-30,1,type_b,42.99553535,49.63,Medium,8.304936412
539,2023-08-19,2,type_a,35.37644754,41.42,Medium,5.404231453
540,2023-08-14,1,type_b,43.06360062,39.86,Low,6.773849513
541,2023-10-02,2,type_c,31.81018278,46.4,High,6.115219223
542,2023-10-13,2,type_a,44.09790564,61.14,Low,7.747404151
543,2024-05-16,1,type_b,48.80138959,42.8,Low,7.965644734
544,2023-12-13,1,type_a,34.74165554,48.24,Low,7.648879484
545,2024-07-10,2,type_c,35.93882885,47.14,Medium,6.233955355
546,2024-04-09,2,type_b,39.98046431,42.62,Medium,4.504625413
547,2023-09-22,2,type_c,37.56045366,24.95,Low,5.297853606
548,2023-12-09,1,type_a,41.72075857,37.07,High,6.743823612
549,2023-09-09,1,type_b,35.57592423,7.34,High,7.249430925
550,2024-06-13,1,Type_C,41.6609107,39.82,Medium,8.318302285
551,2024-05-18,1,type_c,47.74550879,26.8,Low,8.424638494
552,2023-11-13,2,type_c,41.32540945,34.81,Low,5.7267132
553,2023-08-11,2,type_c,37.11862056,51.75,High,6.735595353
554,2024-03-08,2,type_c,37.25295026,28.69,Medium,5.219400404
555,2024-03-01,1,type_b,43.26848619,41.93,High,6.498021903
556,2024-07-01,2,type_b,38.08611094,44.61,Low,5.686193373
557,2024-06-30,2,type_a,31.10818333,51.36,High,4.894693574
558,2023-11-10,1,Type_C,43.50567291,53.09,Low,8.728216865
559,2024-02-03,2,type_a,37.30896061,18.21,Low,5.568608863
560,2024-04-26,2,type_c,26.38663718,54.03,Low,7.886102327
561,2024-04-30,2,type_a,39.82671516,59.23,Low,6.18244761
562,2024-02-02,1,type_a,50.41556965,47.85,High,8.922108471
563,2024-02-14,2,type_a,45.17099663,51.77,Medium,6.189059245
564,2023-10-31,2,type_c,30.64199167,57,High,5.106117678
565,2023-12-24,2,type_b,37.08569693,14.08,Low,5.147406183
566,2024-01-07,1,type_c,43.62589736,27.31,Low,9.042241592
567,2023-09-27,1,type_b,41.83526235,35.2,High,7.031738044
568,2024-01-28,1,type_c,44.43682395,40.68,Low,7.528783117
569,2024-01-05,2,type_c,29.44848046,43.1,High,5.804901969
570,2023-10-19,1,type_c,55.20584083,41.95,Low,8.137506973
571,2024-01-14,1,type_b,41.30369884,54.78,Low,8.126358431
572,2024-06-09,2,type_b,33.99363387,51.92,Low,6.834747136
573,2024-06-22,2,type_b,29.05179023,26.88,Medium,5.878830214
574,2024-06-13,1,type_b,42.42975777,40.09,High,8.703253463
575,2024-07-08,1,type_a,46.78245901,47.37,Medium,9.241553804
576,2024-04-26,2,type_a,30.06757728,30.89,Low,5.740197239
577,2024-04-16,2,type_a,40.29664445,58.11,Medium,4.66801718
578,2024-04-30,2,type_a,37.25827727,36.02,High,5.030598149
579,2024-06-02,2,type_b,33.12004221,21.85,High,7.960146032
580,2024-04-10,2,type_a,29.50998617,37.16,High,4.749927953
581,2024-01-21,2,type_a,38.84651448,49.97,High,4.754641567
582,2024-01-20,1,type_a,30.42330483,48.84,Medium,7.423956724
583,2023-11-28,1,type_c,45.67882609,15.05,Medium,8.447983116
584,2023-12-09,2,type_b,36.61941885,29.98,Low,6.555442528
585,2024-04-06,2,type_a,38.27337581,42.46,Low,5.955468099
586,2024-05-05,2,type_c,36.97800961,11.7,High,6.383149142
587,2024-06-03,1,type_b,48.35601065,16.94,Medium,8.703491489
588,2023-09-14,2,type_a,33.12255173,13.11,Low,6.287863304
589,2023-09-26,1,type_b,45.75577998,40.01,High,8.541800595
590,2023-11-08,2,type_c,35.1230634,41.11,High,4.405816369
591,2024-02-22,1,type_c,54.78865512,12.17,High,6.607842125
592,2024-06-30,2,type_c,31.39503553,31.13,Low,6.109646858
593,2024-06-21,2,type_a,31.05974651,45.57,Medium,7.600385525
594,2024-03-02,2,type_b,35.34771604,37.1,Medium,5.404519677
595,2024-06-05,1,type_a,43.52915337,14.22,High,6.883541191
596,2023-12-27,2,type_b,38.51695729,48.98,Medium,6.920323408
597,2024-01-06,1,Type_C,38.46874041,24.99,Low,8.551097681
598,2024-03-03,2,type_b,26.94463516,30.81,High,5.705963456
599,2024-05-10,2,type_b,39.99982149,45.26,Low,6.623859002
600,2024-04-03,2,type_a,39.774485,48.05,High,5.168971446
601,2024-04-07,2,type_b,39.13919907,30.72,High,5.510077587
602,2023-10-24,2,type_c,49.23054788,23.25,Medium,7.648379789
603,2024-07-20,2,type_c,32.54627959,14.32,Medium,5.544447796
604,2024-08-05,2,type_c,40.20395773,19.7,Medium,4.643311915
605,2024-08-07,2,type_b,37.51716583,54.58,Medium,6.270571196
606,2024-07-31,2,type_a,32.39999665,10.75,Low,6.206834422
607,2024-02-05,2,type_c,37.62335115,43.11,High,6.635825152
608,2023-12-24,2,type_b,32.2042555,13.31,Low,5.70968801
609,2024-06-11,1,type_b,42.7718405,56.06,High,8.451169557
610,2024-01-27,2,type_a,27.68181335,13.27,Medium,6.824519774
611,2024-07-01,2,type_b,30.54650895,18.5,High,5.467892546
612,2024-02-19,1,type_a,43.20665765,43.95,Low,8.444965587
613,2024-02-28,2,type_a,38.46814157,40.54,Medium,5.251560147
614,2023-12-07,1,type_a,38.73798473,47.88,High,5.871342142
615,2024-05-26,2,type_c,29.63172047,13.25,Medium,6.257426425
616,2024-08-04,1,type_b,44.35790483,20.5,High,8.859145479
617,2023-09-13,2,type_c,40.14684979,41.75,Medium,5.263671136
618,2024-05-21,2,type_b,33.54829216,50.69,Low,6.055987682
619,2023-11-08,1,type_b,44.9643677,44.09,Low,8.343170628
620,2024-02-18,1,type_b,40.20144052,38.16,Low,7.893590323
621,2024-01-26,2,type_c,20.74925832,52.76,Low,7.380555191
622,2024-03-31,1,type_a,37.08086369,26.56,High,10
623,2024-04-21,2,type_b,39.23577743,47.91,Low,6.147773551
624,2023-12-17,2,type_c,33.23323837,11.57,Medium,6.006454627
625,2023-09-30,2,Type_C,25.43591332,51.95,Low,5.910641997
626,2024-06-06,1,type_a,45.56677023,27.87,High,10
627,2024-04-29,2,type_c,26.81201542,44.2,Low,4.987078968
628,2024-05-19,1,type_a,47.23120844,19.21,Low,8.631323003
629,2023-11-26,2,type_c,24.75320889,31.07,Low,6.190781607
630,2024-03-29,2,type_b,27.62014645,32.65,Medium,6.897539362
631,2023-08-14,2,type_c,43.31169247,32.2,Low,6.210232058
632,2023-12-09,1,type_a,38.12364679,56.6,Low,6.56723618
633,2024-06-02,2,Type_C,32.82314712,56.38,Medium,6.313305048
634,2024-04-07,1,type_b,37.18874225,55.22,High,9.043438392
635,2024-07-17,2,type_a,33.78700778,51.87,High,3.307840921
636,2023-09-10,2,type_c,30.96796621,13.1,Medium,4.569117951
637,2023-10-26,2,type_b,30.59185967,56.57,Low,6.801905852
638,2023-12-12,2,type_b,32.16279693,26.93,-,6.354235541
639,2023-11-04,2,type_a,36.18954507,28.55,High,5.898457272
640,2023-09-13,2,type_b,38.13796594,29.52,Low,4.558794577
641,2024-02-25,1,type_c,40.61146017,56.22,Medium,7.786550425
642,2024-02-02,2,type_c,31.74383237,34.94,Low,5.123453931
643,2024-04-01,1,type_b,40.4697418,51.94,Medium,8.279643499
644,2024-04-01,2,type_c,32.53469064,36.43,Low,5.379783229
645,2024-03-03,2,type_c,39.91125906,14.79,Medium,4.596034946
646,2024-06-19,2,type_b,35.17537414,37.94,Low,6.583379689
647,2023-11-04,2,type_c,41.74919507,49.75,Medium,6.331838819
648,2024-06-11,2,type_b,27.43480478,31.51,Low,5.087867039
649,2023-12-29,2,type_a,30.39877912,43.3,Low,5.565472076
650,2024-06-05,2,type_b,34.83413431,35.76,Low,5.864816669
651,2024-01-21,2,type_b,21.43881505,39.42,Medium,4.807634646
652,2023-10-30,2,type_a,32.33610888,22,Low,6.746999967
653,2024-05-11,2,type_c,43.29103761,16.72,Low,5.039788926
654,2023-11-26,2,type_a,37.93650642,43.02,Medium,6.444777119
655,2024-06-24,2,type_b,47.62374596,47.29,Medium,5.546171397
656,2024-07-21,2,type_a,34.23281852,55.51,Low,5.698923443
657,2024-06-11,2,type_c,36.6276884,19.06,High,4.241932322
658,2023-11-18,2,type_c,29.68545503,30.38,High,6.281433926
659,2023-10-06,2,type_c,40.57045527,49.14,Low,6.974411097
660,2024-06-18,1,type_a,52.37673482,40.58,Medium,8.488053798
661,2024-08-02,2,type_b,39.84870532,22.36,Low,5.534464832
662,2024-05-02,2,type_b,42.50612206,55.12,Low,5.122149701
663,2024-05-06,1,type_b,44.67069887,19.71,High,7.881071578
664,2023-11-13,2,type_c,35.79457659,49.59,High,6.336585795
665,2024-08-06,1,type_a,37.01717543,33.28,High,7.738255491
666,2023-12-18,2,type_c,35.31822594,50.41,High,6.216734688
667,2024-02-12,1,type_b,46.06738053,51.25,High,8.278648369
668,2024-01-17,2,type_b,40.52138983,35.23,Medium,6.835000633
669,2023-08-16,1,type_a,41.79222107,17.12,High,7.141789652
670,2024-06-16,2,type_a,41.8279163,46.25,Medium,5.823650307
671,2024-06-28,2,type_c,33.16660192,43.57,Medium,5.381344065
672,2024-06-27,2,type_b,32.43240096,30.09,Low,4.586914827
673,2024-06-22,2,Type_C,24.58792121,32.59,Low,6.337233822
674,2024-05-09,2,type_c,32.90698771,44.5,Low,5.204877553
675,2024-03-10,2,type_b,38.63802726,52.67,Medium,4.320776892
676,2023-11-18,1,type_c,43.18742983,46.28,Medium,9.235177201
677,2024-03-12,1,type_a,46.31989226,26.98,Low,7.728900677
678,2024-07-07,2,type_b,37.90859307,16.35,High,5.215362894
679,2024-04-05,2,type_c,38.71580698,,High,5.456285003
680,2023-09-27,2,type_a,34.29161082,23.42,Low,6.895398149
681,2023-10-04,2,type_a,38.43341152,35.89,Medium,7.286540017
682,2023-12-31,2,type_c,32.11256465,27.23,Low,7.751804914
683,2023-10-26,2,type_b,40.68852431,28.53,High,5.49279917
684,2023-09-20,2,type_c,31.58392104,28.42,High,4.050275831
685,2023-10-09,1,type_c,42.56300191,36.97,Medium,7.99035872
686,2024-08-04,2,type_b,31.48083431,29.35,Medium,6.120865733
687,2023-12-16,2,type_a,28.22923541,27.11,High,4.814256516
688,2023-09-01,2,type_a,37.94366426,20.18,High,5.925543911
689,2024-01-01,2,type_c,34.86741404,26.53,Low,5.303294766
690,2023-09-20,2,type_a,35.98459064,39.5,-,7.168643118
691,2024-06-09,2,type_c,40.30324399,18.32,High,6.14106468
692,2024-07-07,2,type_b,39.831228,27.31,Medium,6.413697601
693,2024-06-12,2,type_a,36.31021088,27.1,High,5.955311759
694,2024-03-26,2,type_b,31.18011807,27.32,Medium,5.941970059
695,2024-01-10,2,type_c,33.46891653,9.76,Medium,4.872750064
696,2023-11-28,2,type_b,43.18532414,14.85,Medium,5.123334359
697,2024-03-30,2,type_c,28.03850946,29.5,High,5.143923067
698,2023-12-31,2,type_b,27.89384597,50.76,Medium,5.268038513
699,2024-06-23,2,type_b,40.0149701,47.42,Low,5.461244919
700,2024-04-09,2,type_a,30.6667882,14.76,Low,5.289947178
701,2024-03-30,2,type_c,35.83417705,15.59,Low,6.952015328
702,2024-01-20,2,Type_C,34.01097254,41.58,Medium,3.582168528
703,2024-04-16,2,type_c,41.83769417,21.83,Low,4.945609306
704,2023-11-02,2,type_a,34.10616679,39.55,High,5.748613541
705,2023-12-21,2,type_b,31.90927229,26.72,High,5.197679209
706,2023-08-20,2,type_a,42.09675532,14.65,High,5.861235618
707,2023-12-01,2,type_b,43.0314663,60.66,High,6.99896004
708,2023-08-21,2,Type_C,28.43067063,26,Medium,6.21557764
709,2024-07-24,1,type_c,50.70867098,17.7,Medium,6.519108762
710,2024-07-28,2,type_b,35.67155172,28.37,High,6.534371627
711,2023-08-13,1,type_a,51.32752064,,High,8.769506009
712,2024-03-08,2,type_c,30.24090843,26.02,Medium,5.323661223
713,2024-02-13,2,type_c,39.75973409,27.88,Medium,6.021228698
714,2024-04-17,1,type_a,41.68438348,28.53,Medium,8.701730642
715,2024-06-11,2,type_c,22.74026634,46.06,Medium,7.166547793
716,2023-09-22,2,type_c,41.50157583,26.21,High,4.964696521
717,2023-11-21,2,type_c,30.63177535,35.88,Medium,4.039619026
718,2024-01-01,2,type_a,33.51173413,36.81,High,5.197601819
719,2024-04-09,1,type_a,43.83881628,52.79,Low,8.874798459
720,2024-04-26,1,type_a,50.14786539,54.48,High,8.018213188
721,2024-03-24,1,type_c,47.52881302,38.32,Low,9.490830375
722,2024-03-28,2,type_a,30.15773589,39.3,High,6.858026098
723,2024-02-12,2,type_a,37.58771928,51.22,High,6.010375215
724,2023-12-15,1,type_b,39.44552368,33.74,Medium,8.13701602
725,2024-06-14,2,type_b,36.05429699,34.45,Low,6.888324081
726,2024-02-11,1,type_a,42.12476692,57.68,Medium,7.109458275
727,2024-04-30,2,type_b,33.68044809,16.01,Medium,4.718853041
728,2024-08-05,1,Type_C,42.17759595,41.05,Medium,8.007980794
729,2024-01-27,1,type_a,47.07752734,51.32,Medium,9.734472997
730,2024-04-21,2,type_b,39.18461459,35.2,Medium,7.383205257
731,2023-10-04,2,type_a,34.98668852,27.99,High,5.349084329
732,2023-10-15,2,type_b,33.31190466,21.02,Low,6.4286159
733,2023-09-11,2,type_b,40.15927363,51.95,Medium,5.356261334
734,2024-03-09,2,type_a,36.93992776,45.83,Medium,6.405138784
735,2024-07-10,2,Type_C,32.57867423,19.66,Medium,3.874870862
736,2024-04-29,2,type_c,27.15579789,23.64,Medium,4.962015967
737,2024-06-26,1,type_c,51.55440806,59.5,High,7.08738797
738,2023-09-24,2,type_c,29.06104771,19.92,Low,7.088165644
739,2023-12-18,2,type_b,43.91180647,56.13,Medium,4.850649144
740,2023-12-14,2,type_c,33.5871493,53.58,High,5.32168993
741,2024-01-10,2,type_b,30.28575184,31.11,Medium,4.106923248
742,2023-09-01,2,type_b,35.05482545,49.43,Low,6.612160142
743,2024-05-24,2,type_c,33.44047656,36.73,Low,5.642349629
744,2024-02-25,2,type_c,27.80259272,18.7,Low,5.592327031
745,2023-10-14,2,type_a,36.16922583,32.53,Low,4.650333852
746,2024-01-07,2,type_a,39.56190173,21.98,Low,6.226877255
747,2023-09-12,2,type_c,41.32124986,34.99,Low,4.818664663
748,2024-01-16,2,type_b,33.07343806,40.96,High,3.198755457
749,2024-07-12,2,type_a,30.57241093,29.35,High,7.215552755
750,2024-04-17,2,type_b,34.13047609,31.06,Medium,5.238220038
751,2024-03-18,2,type_a,29.44235827,36.03,High,5.043306888
752,2024-05-16,2,type_b,31.9661359,22.75,Low,5.702419324
753,2024-05-12,2,type_a,39.37964866,46.51,High,6.248778606
754,2024-02-09,1,type_b,57.7305267,35.96,Low,8.385951645
755,2023-12-07,2,type_c,27.78798471,18.03,Low,6.35720954
756,2023-09-08,2,type_a,32.46089355,8.72,Medium,7.394777058
757,2023-09-26,1,type_c,49.94506612,40.16,Medium,7.925567443
758,2024-01-28,2,type_a,41.81301391,20.37,High,5.748985108
759,2023-11-21,1,type_c,46.22976725,10.49,High,8.76942402
760,2024-01-05,1,type_a,48.7422671,37.54,High,7.220133967
761,2024-03-15,2,type_a,32.05080749,31.11,High,5.86839999
762,2024-04-15,1,type_c,40.41194846,53.45,Low,8.226042036
763,2024-03-27,1,type_c,51.55166538,34.75,Low,6.361378401
764,2023-08-23,2,type_a,28.56233107,7.21,Medium,5.352994758
765,2024-03-14,1,type_b,48.64523248,59.02,Medium,7.694478679
766,2024-08-06,2,type_a,30.19151159,16.73,Low,6.480038918
767,2023-12-25,2,type_c,27.32536623,34.28,Medium,5.824821935
768,2024-03-17,2,type_b,37.12612436,9.52,High,6.729763711
769,2024-05-23,2,type_b,36.04542675,46.16,Low,7.235724423
770,2024-04-27,2,type_c,31.24720596,56.79,Medium,6.095051817
771,2023-09-19,2,type_a,33.22905405,48.53,High,5.57115872
772,2024-03-07,1,type_c,36.42104631,17.49,High,8.849577922
773,2023-09-08,2,type_b,41.67614029,26.44,Medium,5.576203917
774,2024-07-23,1,type_b,41.1075901,26.74,Low,8.656937126
775,2024-05-04,2,type_b,35.20032197,48.72,Low,5.996324553
776,2024-03-04,2,type_c,32.94856042,29.77,Medium,4.611936151
777,2024-06-22,1,Type_C,48.58637135,42.33,Medium,6.281279564
778,2024-01-12,2,type_c,38.06180236,18.56,High,6.790330814
779,2024-05-06,1,type_b,41.86795402,48.9,Medium,8.133632015
780,2024-06-12,1,type_b,45.83302562,23.72,High,8.154126305
781,2024-05-07,2,type_c,35.37801286,19.99,Medium,6.844820608
782,2023-12-29,2,type_c,31.04600438,31.27,Low,5.843249969
783,2023-09-13,2,type_c,32.75690421,19.57,Low,6.293792233
784,2024-07-02,2,type_c,38.83272824,33.5,High,4.220523565
785,2024-04-30,2,type_c,32.07931674,50.52,High,7.35280226
786,2024-01-15,1,type_c,39.14510477,49.26,Medium,7.423319018
787,2023-12-16,2,type_a,34.09560557,38.82,-,7.171789419
788,2024-03-30,2,type_c,31.72872956,11.37,Low,4.464198072
789,2024-07-04,1,type_b,40.00770947,10.49,Medium,7.044960899
790,2023-12-22,1,type_a,55.05845472,38.97,Medium,7.028579238
791,2024-03-29,2,type_a,28.57831105,12.69,Medium,7.353395544
792,2024-02-15,2,type_b,33.93118355,50,High,5.077600245
793,2024-04-03,2,type_a,43.64058544,57.8,Medium,5.727506217
794,2023-09-12,2,type_c,35.0951732,35.1,High,4.173672792
795,2023-11-03,2,type_a,32.08414154,23.29,High,6.745817376
796,2024-01-28,2,type_c,34.50586965,56.14,Low,6.637258006
797,2023-08-29,2,type_c,30.75804987,46.89,High,4.560049152
798,2024-03-05,1,type_a,40.62632937,24.64,High,8.338744233
799,2024-05-16,2,type_c,30.18231957,5.73,Medium,5.449639906
800,2023-11-02,1,type_a,52.36935078,38.32,High,7.10927856
801,2023-12-16,2,type_c,36.51077392,28.86,Medium,6.535892287
802,2024-04-19,2,type_b,32.03368243,32.56,Low,4.006483187
803,2023-10-04,1,type_b,47.25823319,57.81,Low,10
804,2024-06-04,2,type_b,28.93240615,40.23,Medium,4.511304249
805,2024-08-01,1,type_b,49.70095207,29.74,Medium,7.247085925
806,2023-12-17,2,type_c,36.10307193,48.78,High,4.782643964
807,2023-08-22,1,type_b,45.24572176,38.77,Medium,7.964250942
808,2024-06-13,1,type_c,46.18184728,45.01,Medium,9.291231646
809,2024-05-29,2,type_c,30.72705418,21.81,Low,5.308566371
810,2023-11-12,2,type_c,38.61785845,28.81,Low,5.822454909
811,2023-08-20,2,type_b,36.8484055,32.35,Low,5.774148575
812,2024-01-02,1,type_c,35.82952765,14.6,Medium,7.765128421
813,2024-07-10,2,type_b,33.06345093,50.47,High,6.202292765
814,2024-02-16,2,type_a,23.85471268,54.69,High,5.217240224
815,2023-10-28,2,type_c,45.46402294,39.47,High,7.188778285
816,2024-03-27,2,type_c,33.91245482,42.84,Medium,5.89447042
817,2024-06-12,2,type_b,33.88395682,11.01,Low,5.164828616
818,2024-07-25,2,type_c,38.63190436,16.14,Low,4.822978145
819,2024-06-22,2,type_b,33.03496904,57.38,High,4.345318094
