level_0,Store_ID,Dept,Weekly_Sales,IsHoliday,CPI,Unemployment,Month
4361,1,90,74995.0,0,214.8371664,7.682,4.0
4362,1,56,13231.66,0,214.8371664,7.682,4.0
4363,1,46,19189.17,0,214.8371664,7.682,4.0
4365,1,94,66295.21,0,214.8371664,7.682,4.0
4370,1,91,59382.04,0,214.8371664,7.682,4.0
4372,1,16,42679.11,0,214.8371664,7.682,4.0
4374,1,82,20437.22,0,214.8371664,7.682,4.0
4375,1,95,112905.09,0,214.8371664,7.682,4.0
4376,1,93,61488.24,0,214.8371664,7.682,4.0
4377,1,49,12761.42,0,215.0743939,7.682,4.0
4381,1,25,10712.47,0,215.0743939,7.682,4.0
4385,1,8,34442.29,0,215.0743939,7.682,4.0
4388,1,1,23873.79,0,215.0743939,7.682,4.0
4389,1,40,61678.44,0,215.0743939,7.682,4.0
4390,1,12,12543.92,0,215.0743939,7.682,4.0
4392,1,79,38752.0,0,215.0743939,7.682,4.0
4393,1,94,72950.86,0,215.0743939,7.682,4.0
4394,1,7,21617.85,0,215.0743939,7.682,4.0
4395,1,72,36512.94,0,215.0743939,7.682,4.0
4396,1,38,84294.6,0,215.0743939,7.682,4.0
4397,1,97,38632.57,0,215.0743939,7.682,4.0
4398,1,23,19942.92,0,215.0743939,7.682,4.0
4400,1,92,140374.76,0,215.0743939,7.682,4.0
4403,1,11,24591.84,0,215.0743939,7.682,4.0
4406,1,93,76943.85,0,215.0743939,7.682,4.0
4409,1,4,36514.43,0,215.0743939,7.682,4.0
4411,1,3,10417.33,0,215.0743939,7.682,4.0
4413,1,55,11546.48,0,215.0743939,7.682,4.0
4414,1,5,22393.09,0,215.0743939,7.682,4.0
4415,1,90,83707.82,0,215.0743939,7.682,4.0
4416,1,2,48501.79,0,215.0743939,7.682,4.0
4417,1,9,27560.77,0,215.0743939,7.682,4.0
4422,1,56,13853.2,0,215.0743939,7.682,4.0
4423,1,96,36501.78,0,215.0743939,7.682,4.0
4424,1,80,16632.37,0,215.0743939,7.682,4.0
4425,1,10,32563.54,0,215.0743939,7.682,4.0
4426,1,87,24272.506712253282,0,215.0743939,7.682,4.0
4427,1,26,24272.506712253282,0,215.0743939,7.682,4.0
4428,1,67,24272.506712253282,0,215.0743939,7.682,4.0
4429,1,6,24272.506712253282,0,215.0743939,7.682,4.0
4430,1,14,24272.506712253282,0,215.0743939,7.682,4.0
4431,1,74,24272.506712253282,0,215.0743939,7.682,4.0
4432,1,21,24272.506712253282,0,215.0743939,7.682,4.0
4433,1,18,24272.506712253282,0,215.0743939,7.682,4.0
4435,1,13,38076.86,0,215.0743939,7.682,4.0
4437,1,81,31849.29,0,215.0743939,7.682,4.0
4438,1,95,126746.25,0,215.0743939,7.682,4.0
4439,1,82,19725.93,0,215.0743939,7.682,4.0
4440,1,91,69459.11,0,215.0743939,7.682,4.0
4441,1,46,19162.86,0,215.0743939,7.682,4.0
4443,1,98,11474.46,0,215.0743939,7.682,4.0
4446,1,34,10312.07,0,215.0743939,7.682,4.0
4447,1,16,49433.2,0,215.0743939,7.682,4.0
4448,1,8,32224.01,0,215.2918561,7.682,4.0
4449,1,1,28762.37,0,215.2918561,7.682,4.0
4450,1,7,19955.07,0,215.2918561,7.682,4.0
4451,1,12,12822.2,0,215.2918561,7.682,4.0
4454,1,80,16565.09,0,215.2918561,7.682,4.0
4457,1,2,44464.74,0,215.2918561,7.682,4.0
4463,1,87,45186.22,0,215.2918561,7.682,4.0
4464,1,92,132197.01,0,215.2918561,7.682,4.0
4465,1,79,31150.62,0,215.2918561,7.682,4.0
4467,1,72,39638.92,0,215.2918561,7.682,4.0
4469,1,14,12151.4,0,215.2918561,7.682,4.0
4470,1,38,76028.75,0,215.2918561,7.682,4.0
4471,1,13,35263.45,0,215.2918561,7.682,4.0
4472,1,11,25526.24,0,215.2918561,7.682,4.0
4474,1,94,73864.24,0,215.2918561,7.682,4.0
4476,1,82,18839.28,0,215.2918561,7.682,4.0
4478,1,4,33466.89,0,215.2918561,7.682,4.0
4480,1,49,10451.08,0,215.2918561,7.682,4.0
4482,1,90,81817.98,0,215.2918561,7.682,4.0
4486,1,9,28475.86,0,215.2918561,7.682,4.0
4489,1,56,11112.6,0,215.2918561,7.682,4.0
4492,1,96,31924.56,0,215.2918561,7.682,4.0
4493,1,97,39347.42,0,215.2918561,7.682,4.0
4494,1,93,76596.92,0,215.2918561,7.682,4.0
4498,1,16,48643.77,0,215.2918561,7.682,4.0
4499,1,40,59002.81,0,215.2918561,7.682,4.0
4500,1,95,126834.3,0,215.2918561,7.682,4.0
4505,1,98,12431.67,0,215.2918561,7.682,4.0
4506,1,46,19154.69,0,215.2918561,7.682,4.0
4509,1,91,70117.63,0,215.2918561,7.682,4.0
4512,1,10,32040.83,0,215.2918561,7.682,4.0
4513,1,81,30757.86,0,215.2918561,7.682,4.0
4514,1,5,22719.82,0,215.2918561,7.682,4.0
4515,1,23,20292.45,0,215.2918561,7.682,4.0
4516,1,34,10244.73,0,215.2918561,7.682,4.0
4518,1,25,10168.91,0,215.2918561,7.682,4.0
4519,1,12,13447.09,0,215.4599053,7.682,4.0
4520,1,2,46544.56,0,215.4599053,7.682,4.0
4521,1,87,44597.39,0,215.4599053,7.682,4.0
4522,1,11,25703.25,0,215.4599053,7.682,4.0
4527,1,9,28657.31,0,215.4599053,7.682,4.0
4529,1,38,66718.84,0,215.4599053,7.682,4.0
4533,1,72,41104.42,0,215.4599053,7.682,4.0
4535,1,13,35464.71,0,215.4599053,7.682,4.0
4537,1,56,10337.63,0,215.4599053,7.682,4.0
4538,1,1,50510.31,0,215.4599053,7.682,4.0
4539,1,82,19960.32,0,215.4599053,7.682,4.0
4540,1,4,35132.7,0,215.4599053,7.682,4.0
4541,1,96,34057.63,0,215.4599053,7.682,4.0
4542,1,93,71114.52,0,215.4599053,7.682,4.0
4544,1,94,73194.65,0,215.4599053,7.682,4.0
4545,1,14,12478.19,0,215.4599053,7.682,4.0
4546,1,81,29368.7,0,215.4599053,7.682,4.0
4547,1,16,48934.3,0,215.4599053,7.682,4.0
4548,1,92,124161.59,0,215.4599053,7.682,4.0
4556,1,5,21786.16,0,215.4599053,7.682,4.0
4558,1,79,30833.66,0,215.4599053,7.682,4.0
4559,1,98,14009.56,0,215.4599053,7.682,4.0
4563,1,46,19453.55,0,215.4599053,7.682,4.0
4567,1,34,10357.32,0,215.4599053,7.682,4.0
4569,1,95,118632.26,0,215.4599053,7.682,4.0
4571,1,80,16110.57,0,215.4599053,7.682,4.0
4573,1,7,24606.39,0,215.4599053,7.682,4.0
4574,1,8,32832.06,0,215.4599053,7.682,4.0
4575,1,91,61390.07,0,215.4599053,7.682,4.0
4578,1,55,11210.12,0,215.4599053,7.682,4.0
4579,1,40,56157.54,0,215.4599053,7.682,4.0
4580,1,90,80709.38,0,215.4599053,7.682,4.0
4582,1,23,19716.05,0,215.4599053,7.682,4.0
4584,1,18,13367.64,0,215.4599053,7.682,4.0
4586,1,97,34137.86,0,215.4599053,7.682,4.0
4589,1,10,34446.35,0,215.4599053,7.682,4.0
4590,1,25,10590.44,0,215.4599053,7.682,4.0
4591,1,4,34528.56,0,215.6279544,7.682,4.0
4593,1,82,20028.3,0,215.6279544,7.682,4.0
4595,1,2,43682.41,0,215.6279544,7.682,4.0
4598,1,92,112882.46,0,215.6279544,7.682,4.0
4600,1,1,24272.506712253282,0,215.6279544,7.682,4.0
4601,1,13,24272.506712253282,0,215.6279544,7.682,4.0
4602,1,26,24272.506712253282,0,215.6279544,7.682,4.0
4603,1,14,24272.506712253282,0,215.6279544,7.682,4.0
4604,1,11,24272.506712253282,0,215.6279544,7.682,4.0
4605,1,72,24272.506712253282,0,215.6279544,7.682,4.0
4606,1,24,24272.506712253282,0,215.6279544,7.682,4.0
4609,1,9,23567.09,0,215.6279544,7.682,4.0
4611,1,93,63144.61,0,215.6279544,7.682,4.0
4613,1,40,55277.98,0,215.6279544,7.682,4.0
4617,1,46,19268.86,0,215.6279544,7.682,4.0
4618,1,38,82034.82,0,215.6279544,7.682,4.0
4621,1,96,31573.91,0,215.6279544,7.682,4.0
4622,1,90,75655.35,0,215.6279544,7.682,4.0
4624,1,16,40280.3,0,215.6279544,7.682,4.0
4625,1,94,68973.95,0,215.6279544,7.682,4.0
4628,1,87,47627.03,0,215.6279544,7.682,4.0
4634,1,80,15630.25,0,215.6279544,7.682,4.0
4637,1,5,17503.28,0,215.6279544,7.682,4.0
4639,1,25,10050.82,0,215.6279544,7.682,4.0
4644,1,98,11362.0,0,215.6279544,7.682,4.0
4646,1,23,19226.08,0,215.6279544,7.682,4.0
4647,1,7,22934.42,0,215.6279544,7.682,4.0
4649,1,81,28068.91,0,215.6279544,7.682,4.0
4650,1,95,111764.31,0,215.6279544,7.682,4.0
4652,1,10,28188.01,0,215.6279544,7.682,4.0
4653,1,8,32827.42,0,215.6279544,7.682,4.0
4654,1,91,54050.06,0,215.6279544,7.682,4.0
4655,1,97,31939.43,0,215.6279544,7.682,4.0
4656,1,79,28255.73,0,215.6279544,7.682,4.0
4661,1,82,21181.28,0,215.7960035,7.682,5.0
4663,1,12,11747.79,0,215.7960035,7.682,5.0
4664,1,92,140304.75,0,215.7960035,7.682,5.0
4670,1,9,23957.45,0,215.7960035,7.682,5.0
4671,1,74,10756.85,0,215.7960035,7.682,5.0
4674,1,72,43167.81,0,215.7960035,7.682,5.0
4676,1,17,10121.32,0,215.7960035,7.682,5.0
4677,1,90,85337.89,0,215.7960035,7.682,5.0
4678,1,67,17084.25,0,215.7960035,7.682,5.0
4681,1,96,35061.31,0,215.7960035,7.682,5.0
4682,1,13,40581.52,0,215.7960035,7.682,5.0
4684,1,4,37827.69,0,215.7960035,7.682,5.0
4685,1,25,10466.42,0,215.7960035,7.682,5.0
4686,1,46,21598.1,0,215.7960035,7.682,5.0
4687,1,38,87761.73,0,215.7960035,7.682,5.0
4688,1,11,23607.73,0,215.7960035,7.682,5.0
4689,1,91,67932.66,0,215.7960035,7.682,5.0
4690,1,40,59451.44,0,215.7960035,7.682,5.0
4692,1,16,37972.19,0,215.7960035,7.682,5.0
4693,1,34,10790.42,0,215.7960035,7.682,5.0
4694,1,14,15820.88,0,215.7960035,7.682,5.0
4697,1,2,50139.92,0,215.7960035,7.682,5.0
4699,1,49,13008.14,0,215.7960035,7.682,5.0
4700,1,95,120882.84,0,215.7960035,7.682,5.0
4702,1,80,17454.19,0,215.7960035,7.682,5.0
4704,1,97,38463.79,0,215.7960035,7.682,5.0
4705,1,8,37360.03,0,215.7960035,7.682,5.0
4706,1,93,79231.58,0,215.7960035,7.682,5.0
4707,1,7,19394.0,0,215.7960035,7.682,5.0
4708,1,81,31773.1,0,215.7960035,7.682,5.0
4713,1,94,73210.1,0,215.7960035,7.682,5.0
4714,1,1,20138.19,0,215.7960035,7.682,5.0
4716,1,79,44271.49,0,215.7960035,7.682,5.0
4717,1,87,56650.93,0,215.7960035,7.682,5.0
4718,1,5,16195.54,0,215.7960035,7.682,5.0
4720,1,55,10456.91,0,215.7960035,7.682,5.0
4723,1,3,10420.92,0,215.7960035,7.682,5.0
4724,1,10,28902.6,0,215.7960035,7.682,5.0
4727,1,98,10564.03,0,215.7960035,7.682,5.0
4729,1,23,19922.66,0,215.7960035,7.682,5.0
4733,1,67,17687.93,0,215.9640526,7.682,5.0
4734,1,74,11468.59,0,215.9640526,7.682,5.0
4735,1,82,20663.71,0,215.9640526,7.682,5.0
4736,1,14,15385.02,0,215.9640526,7.682,5.0
4738,1,12,12272.92,0,215.9640526,7.682,5.0
4741,1,92,131147.68,0,215.9640526,7.682,5.0
4745,1,10,28848.69,0,215.9640526,7.682,5.0
4746,1,46,20003.0,0,215.9640526,7.682,5.0
4748,1,56,10048.15,0,215.9640526,7.682,5.0
4749,1,72,41898.67,0,215.9640526,7.682,5.0
4750,1,4,33471.81,0,215.9640526,7.682,5.0
4753,1,90,81465.8,0,215.9640526,7.682,5.0
4754,1,16,40944.33,0,215.9640526,7.682,5.0
4755,1,80,16862.36,0,215.9640526,7.682,5.0
4757,1,96,31276.01,0,215.9640526,7.682,5.0
4759,1,8,34727.2,0,215.9640526,7.682,5.0
4760,1,34,13181.27,0,215.9640526,7.682,5.0
4761,1,1,17235.15,0,215.9640526,7.682,5.0
4763,1,91,69132.31,0,215.9640526,7.682,5.0
4764,1,9,23424.18,0,215.9640526,7.682,5.0
4765,1,97,39672.38,0,215.9640526,7.682,5.0
4767,1,93,80678.85,0,215.9640526,7.682,5.0
4768,1,13,35378.71,0,215.9640526,7.682,5.0
4769,1,2,44274.15,0,215.9640526,7.682,5.0
4770,1,25,10360.45,0,215.9640526,7.682,5.0
4771,1,98,13523.34,0,215.9640526,7.682,5.0
4772,1,95,124953.94,0,215.9640526,7.682,5.0
4774,1,94,86052.03,0,215.9640526,7.682,5.0
4775,1,38,100494.82,0,215.9640526,7.682,5.0
4783,1,11,25332.93,0,215.9640526,7.682,5.0
4784,1,49,11749.4,0,215.9640526,7.682,5.0
4787,1,40,54974.92,0,215.9640526,7.682,5.0
4788,1,55,10183.87,0,215.9640526,7.682,5.0
4789,1,87,48182.98,0,215.9640526,7.682,5.0
4790,1,32,15230.65,0,215.9640526,7.682,5.0
4792,1,7,21344.39,0,215.9640526,7.682,5.0
4793,1,5,15587.78,0,215.9640526,7.682,5.0
4800,1,81,31004.25,0,215.9640526,7.682,5.0
4801,1,23,21917.77,0,215.9640526,7.682,5.0
4803,1,79,33007.29,0,215.9640526,7.682,5.0
4808,1,92,123050.97,0,215.7339202,7.682,5.0
4809,1,72,32615.01,0,215.7339202,7.682,5.0
4810,1,10,28586.42,0,215.7339202,7.682,5.0
4811,1,94,65244.11,0,215.7339202,7.682,5.0
4812,1,14,13166.43,0,215.7339202,7.682,5.0
4813,1,46,20625.85,0,215.7339202,7.682,5.0
4815,1,82,17960.55,0,215.7339202,7.682,5.0
4817,1,80,16973.96,0,215.7339202,7.682,5.0
4819,1,90,74840.01,0,215.7339202,7.682,5.0
4820,1,13,35816.48,0,215.7339202,7.682,5.0
4821,1,16,35861.13,0,215.7339202,7.682,5.0
4823,1,4,34137.41,0,215.7339202,7.682,5.0
4827,1,8,35631.59,0,215.7339202,7.682,5.0
4828,1,34,10320.09,0,215.7339202,7.682,5.0
4829,1,98,10650.51,0,215.7339202,7.682,5.0
4830,1,12,14387.22,0,215.7339202,7.682,5.0
4838,1,93,67912.16,0,215.7339202,7.682,5.0
4846,1,96,32644.21,0,215.7339202,7.682,5.0
4848,1,9,23918.77,0,215.7339202,7.682,5.0
4849,1,95,112581.2,0,215.7339202,7.682,5.0
4850,1,23,17367.03,0,215.7339202,7.682,5.0
4853,1,40,54356.13,0,215.7339202,7.682,5.0
4854,1,91,60481.74,0,215.7339202,7.682,5.0
4856,1,38,84842.8,0,215.7339202,7.682,5.0
4857,1,1,15136.78,0,215.7339202,7.682,5.0
4858,1,2,44302.11,0,215.7339202,7.682,5.0
4860,1,49,12269.91,0,215.7339202,7.682,5.0
4861,1,5,15575.25,0,215.7339202,7.682,5.0
4864,1,11,19511.5,0,215.7339202,7.682,5.0
4865,1,81,29396.41,0,215.7339202,7.682,5.0
4867,1,97,35237.13,0,215.7339202,7.682,5.0
4868,1,7,18787.41,0,215.7339202,7.682,5.0
4874,1,79,29087.29,0,215.7339202,7.682,5.0
4876,1,87,41391.82,0,215.7339202,7.682,5.0
4879,1,46,19408.71,0,215.5037878,7.682,5.0
4880,1,10,30235.6,0,215.5037878,7.682,5.0
4881,1,14,12746.66,0,215.5037878,7.682,5.0
4883,1,94,68368.2,0,215.5037878,7.682,5.0
4884,1,16,38914.76,0,215.5037878,7.682,5.0
4885,1,4,36790.72,0,215.5037878,7.682,5.0
4889,1,8,35972.12,0,215.5037878,7.682,5.0
4890,1,90,76414.57,0,215.5037878,7.682,5.0
4891,1,34,10175.87,0,215.5037878,7.682,5.0
4893,1,12,11961.81,0,215.5037878,7.682,5.0
4896,1,92,115361.04,0,215.5037878,7.682,5.0
4898,1,97,34836.36,0,215.5037878,7.682,5.0
4902,1,80,16729.47,0,215.5037878,7.682,5.0
4903,1,91,55936.84,0,215.5037878,7.682,5.0
4907,1,95,119815.67,0,215.5037878,7.682,5.0
4913,1,96,43160.13,0,215.5037878,7.682,5.0
4914,1,74,11548.4,0,215.5037878,7.682,5.0
4917,1,5,16613.98,0,215.5037878,7.682,5.0
4919,1,49,12403.64,0,215.5037878,7.682,5.0
4920,1,1,15741.6,0,215.5037878,7.682,5.0
4921,1,72,34073.97,0,215.5037878,7.682,5.0
4922,1,93,66607.96,0,215.5037878,7.682,5.0
4923,1,23,21275.42,0,215.5037878,7.682,5.0
4924,1,82,19854.55,0,215.5037878,7.682,5.0
4925,1,81,28360.73,0,215.5037878,7.682,5.0
4926,1,7,26736.85,0,215.5037878,7.682,5.0
4930,1,38,70061.97,0,215.5037878,7.682,5.0
4935,1,13,36203.13,0,215.5037878,7.682,5.0
4936,1,2,45072.11,0,215.5037878,7.682,5.0
4937,1,9,26204.22,0,215.5037878,7.682,5.0
4940,1,98,12147.76,0,215.5037878,7.682,5.0
4942,1,11,27201.64,0,215.5037878,7.682,5.0
4943,1,87,45105.26,0,215.5037878,7.682,5.0
4944,1,40,54003.35,0,215.5037878,7.682,5.0
4947,1,79,28296.72,0,215.5037878,7.682,5.0
4949,1,14,13056.1,0,215.2736553,7.682,6.0
4952,1,94,69573.58,0,215.2736553,7.682,6.0
4953,1,46,21789.56,0,215.2736553,7.682,6.0
4955,1,7,38450.3,0,215.2736553,7.682,6.0
4956,1,80,18044.78,0,215.2736553,7.682,6.0
4961,1,95,135260.49,0,215.2736553,7.682,6.0
4962,1,90,83651.06,0,215.2736553,7.682,6.0
4964,1,55,10291.31,0,215.2736553,7.682,6.0
4967,1,16,44919.99,0,215.2736553,7.682,6.0
4968,1,82,20885.95,0,215.2736553,7.682,6.0
4969,1,91,64308.54,0,215.2736553,7.682,6.0
4970,1,98,10403.06,0,215.2736553,7.682,6.0
4971,1,4,42508.02,0,215.2736553,7.682,6.0
4972,1,25,10967.44,0,215.2736553,7.682,6.0
4973,1,49,10410.0,0,215.2736553,7.682,6.0
4974,1,8,36767.22,0,215.2736553,7.682,6.0
4976,1,34,12748.99,0,215.2736553,7.682,6.0
4977,1,10,35960.03,0,215.2736553,7.682,6.0
4982,1,93,74984.12,0,215.2736553,7.682,6.0
4986,1,81,31054.35,0,215.2736553,7.682,6.0
4987,1,97,39013.79,0,215.2736553,7.682,6.0
4994,1,96,45278.54,0,215.2736553,7.682,6.0
4996,1,1,16434.15,0,215.2736553,7.682,6.0
5000,1,2,47844.27,0,215.2736553,7.682,6.0
5001,1,74,12250.97,0,215.2736553,7.682,6.0
5002,1,92,129624.28,0,215.2736553,7.682,6.0
5003,1,23,22916.25,0,215.2736553,7.682,6.0
5004,1,40,57452.29,0,215.2736553,7.682,6.0
5005,1,5,16848.76,0,215.2736553,7.682,6.0
5007,1,9,30796.28,0,215.2736553,7.682,6.0
5008,1,13,39884.82,0,215.2736553,7.682,6.0
5009,1,72,34638.69,0,215.2736553,7.682,6.0
5011,1,38,89269.8,0,215.2736553,7.682,6.0
5012,1,87,54807.83,0,215.2736553,7.682,6.0
5013,1,11,38594.85,0,215.2736553,7.682,6.0
5014,1,79,42896.37,0,215.2736553,7.682,6.0
5017,1,12,13346.63,0,215.2736553,7.682,6.0
5018,1,14,11795.34,0,215.0435229,7.682,6.0
5024,1,4,35376.06,0,215.0435229,7.682,6.0
5029,1,90,85613.47,0,215.0435229,7.682,6.0
5030,1,82,20543.68,0,215.0435229,7.682,6.0
5033,1,7,38569.49,0,215.0435229,7.682,6.0
5034,1,23,21231.14,0,215.0435229,7.682,6.0
5038,1,95,136364.46,0,215.0435229,7.682,6.0
5041,1,34,12979.5,0,215.0435229,7.682,6.0
5042,1,8,36099.62,0,215.0435229,7.682,6.0
5044,1,79,35023.2,0,215.0435229,7.682,6.0
5047,1,10,31578.41,0,215.0435229,7.682,6.0
5048,1,87,48268.61,0,215.0435229,7.682,6.0
5053,1,46,21209.8,0,215.0435229,7.682,6.0
5054,1,1,15883.52,0,215.0435229,7.682,6.0
5055,1,97,40101.21,0,215.0435229,7.682,6.0
5056,1,40,56035.29,0,215.0435229,7.682,6.0
5057,1,49,11447.02,0,215.0435229,7.682,6.0
5058,1,16,38098.97,0,215.0435229,7.682,6.0
5061,1,9,27241.97,0,215.0435229,7.682,6.0
5062,1,96,39189.57,0,215.0435229,7.682,6.0
5063,1,80,16982.86,0,215.0435229,7.682,6.0
5064,1,94,68642.16,0,215.0435229,7.682,6.0
5065,1,91,72773.22,0,215.0435229,7.682,6.0
5066,1,5,18648.73,0,215.0435229,7.682,6.0
5068,1,92,137181.13,0,215.0435229,7.682,6.0
5070,1,81,30405.2,0,215.0435229,7.682,6.0
5075,1,2,46363.93,0,215.0435229,7.682,6.0
5077,1,72,30561.01,0,215.0435229,7.682,6.0
5079,1,13,38080.39,0,215.0435229,7.682,6.0
5081,1,74,11416.57,0,215.0435229,7.682,6.0
5083,1,93,81251.13,0,215.0435229,7.682,6.0
5085,1,11,41413.29,0,215.0435229,7.682,6.0
5086,1,38,73273.96,0,215.0435229,7.682,6.0
5087,1,12,12643.1,0,215.0435229,7.682,6.0
5089,1,7,31439.02,0,214.9980596,7.682,6.0
5090,1,67,10310.58,0,214.9980596,7.682,6.0
5093,1,14,12884.03,0,214.9980596,7.682,6.0
5097,1,17,10592.73,0,214.9980596,7.682,6.0
5103,1,46,20273.99,0,214.9980596,7.682,6.0
5104,1,8,34338.33,0,214.9980596,7.682,6.0
5111,1,90,84721.24,0,214.9980596,7.682,6.0
5112,1,5,17861.56,0,214.9980596,7.682,6.0
5114,1,97,40178.65,0,214.9980596,7.682,6.0
5115,1,25,11024.11,0,214.9980596,7.682,6.0
5116,1,34,10034.64,0,214.9980596,7.682,6.0
5117,1,94,64493.89,0,214.9980596,7.682,6.0
5119,1,16,38282.75,0,214.9980596,7.682,6.0
5120,1,82,19190.57,0,214.9980596,7.682,6.0
5121,1,1,14978.09,0,214.9980596,7.682,6.0
5122,1,92,131903.99,0,214.9980596,7.682,6.0
5123,1,95,135197.63,0,214.9980596,7.682,6.0
5125,1,23,21482.19,0,214.9980596,7.682,6.0
5128,1,80,17338.92,0,214.9980596,7.682,6.0
5129,1,96,38266.17,0,214.9980596,7.682,6.0
5130,1,91,66982.05,0,214.9980596,7.682,6.0
5132,1,10,31612.86,0,214.9980596,7.682,6.0
5133,1,2,42939.63,0,214.9980596,7.682,6.0
5140,1,79,29656.36,0,214.9980596,7.682,6.0
5141,1,13,39020.06,0,214.9980596,7.682,6.0
5142,1,12,10327.88,0,214.9980596,7.682,6.0
5143,1,4,35523.17,0,214.9980596,7.682,6.0
5145,1,40,53286.19,0,214.9980596,7.682,6.0
5147,1,93,78948.63,0,214.9980596,7.682,6.0
5148,1,72,36041.85,0,214.9980596,7.682,6.0
5150,1,9,23176.62,0,214.9980596,7.682,6.0
5151,1,11,35902.81,0,214.9980596,7.682,6.0
5152,1,87,45207.02,0,214.9980596,7.682,6.0
5155,1,81,30363.62,0,214.9980596,7.682,6.0
5157,1,74,11751.46,0,214.9980596,7.682,6.0
5159,1,38,72699.23,0,214.9980596,7.682,6.0
5163,1,7,23791.78,0,215.0910982,7.682,6.0
5164,1,92,112913.22,0,215.0910982,7.682,6.0
5165,1,5,21695.24,0,215.0910982,7.682,6.0
5167,1,46,20247.88,0,215.0910982,7.682,6.0
5170,1,90,78145.72,0,215.0910982,7.682,6.0
5176,1,55,10132.88,0,215.0910982,7.682,6.0
5177,1,12,10438.17,0,215.0910982,7.682,6.0
5178,1,8,34014.16,0,215.0910982,7.682,6.0
5179,1,80,16536.03,0,215.0910982,7.682,6.0
5181,1,10,29831.79,0,215.0910982,7.682,6.0
5183,1,49,10370.58,0,215.0910982,7.682,6.0
5185,1,82,23442.18,0,215.0910982,7.682,6.0
5186,1,4,35062.02,0,215.0910982,7.682,6.0
5187,1,2,42415.81,0,215.0910982,7.682,6.0
5188,1,1,15682.81,0,215.0910982,7.682,6.0
5189,1,25,11050.45,0,215.0910982,7.682,6.0
5190,1,97,33724.87,0,215.0910982,7.682,6.0
5191,1,67,10100.59,0,215.0910982,7.682,6.0
5192,1,87,45183.0,0,215.0910982,7.682,6.0
5196,1,95,121814.84,0,215.0910982,7.682,6.0
5197,1,96,36449.4,0,215.0910982,7.682,6.0
5198,1,94,60233.74,0,215.0910982,7.682,6.0
5202,1,72,36991.99,0,215.0910982,7.682,6.0
5205,1,13,37316.12,0,215.0910982,7.682,6.0
5211,1,40,49621.61,0,215.0910982,7.682,6.0
5213,1,91,58934.29,0,215.0910982,7.682,6.0
5214,1,38,69283.24,0,215.0910982,7.682,6.0
5215,1,79,29394.35,0,215.0910982,7.682,6.0
5216,1,23,25480.66,0,215.0910982,7.682,6.0
5220,1,16,31362.66,0,215.0910982,7.682,6.0
5223,1,81,27718.78,0,215.0910982,7.682,6.0
5224,1,74,10821.75,0,215.0910982,7.682,6.0
5225,1,93,64541.85,0,215.0910982,7.682,6.0
5229,1,9,24385.11,0,215.0910982,7.682,6.0
5230,1,14,13580.61,0,215.0910982,7.682,6.0
5231,1,11,35028.61,0,215.0910982,7.682,6.0
5232,1,5,19239.86,0,215.1841368,7.962,7.0
5233,1,8,34063.23,0,215.1841368,7.962,7.0
5237,1,1,15363.5,0,215.1841368,7.962,7.0
5239,1,90,81547.54,0,215.1841368,7.962,7.0
5240,1,12,11414.72,0,215.1841368,7.962,7.0
5241,1,80,16980.03,0,215.1841368,7.962,7.0
5243,1,72,37493.58,0,215.1841368,7.962,7.0
5244,1,97,36457.02,0,215.1841368,7.962,7.0
5245,1,96,38496.08,0,215.1841368,7.962,7.0
5246,1,2,45247.74,0,215.1841368,7.962,7.0
5249,1,13,37414.14,0,215.1841368,7.962,7.0
5250,1,10,29583.91,0,215.1841368,7.962,7.0
5251,1,16,33435.46,0,215.1841368,7.962,7.0
5252,1,82,20927.08,0,215.1841368,7.962,7.0
5253,1,46,20260.49,0,215.1841368,7.962,7.0
5256,1,40,54963.04,0,215.1841368,7.962,7.0
5257,1,92,120155.9,0,215.1841368,7.962,7.0
5258,1,93,68650.5,0,215.1841368,7.962,7.0
5261,1,7,23747.1,0,215.1841368,7.962,7.0
5265,1,23,19484.78,0,215.1841368,7.962,7.0
5267,1,49,12148.34,0,215.1841368,7.962,7.0
5269,1,38,68879.85,0,215.1841368,7.962,7.0
5273,1,87,55289.47,0,215.1841368,7.962,7.0
5275,1,81,29039.19,0,215.1841368,7.962,7.0
5277,1,34,11695.86,0,215.1841368,7.962,7.0
5278,1,95,128054.88,0,215.1841368,7.962,7.0
5279,1,74,10969.87,0,215.1841368,7.962,7.0
5280,1,91,61103.02,0,215.1841368,7.962,7.0
5282,1,4,36451.71,0,215.1841368,7.962,7.0
5291,1,14,13459.55,0,215.1841368,7.962,7.0
5293,1,9,23809.04,0,215.1841368,7.962,7.0
5294,1,79,35335.8,0,215.1841368,7.962,7.0
5296,1,11,33808.27,0,215.1841368,7.962,7.0
5297,1,94,64090.76,0,215.1841368,7.962,7.0
5299,1,25,10158.06,0,215.1841368,7.962,7.0
5302,1,1,16148.87,0,215.2771754,7.962,7.0
5305,1,72,32577.03,0,215.2771754,7.962,7.0
5306,1,46,20819.37,0,215.2771754,7.962,7.0
5307,1,92,134861.72,0,215.2771754,7.962,7.0
5309,1,2,44623.23,0,215.2771754,7.962,7.0
5310,1,97,39544.16,0,215.2771754,7.962,7.0
5311,1,90,81734.19,0,215.2771754,7.962,7.0
5312,1,96,42248.59,0,215.2771754,7.962,7.0
5313,1,82,21765.06,0,215.2771754,7.962,7.0
